student_id,gender,year,platform_preference,daily_screen_time_hrs,study_hours,sleep_hours,attendance_pct,assignment_completion_pct,exam_score,cgpa,screen_time_group,at_risk
S00525,Male,1st Year,TikTok,3.82,5.07,8.45,98.2,82.3,87.7,9.26,2-4h,0
S00526,Male,2nd Year,Instagram,1.53,5.43,8.22,92.6,91.2,90.2,9.83,<2h,0
S00527,Female,2nd Year,Instagram,1.92,1.56,8.08,85.9,64.8,81.5,9.19,<2h,0
S00528,Female,4th Year,Instagram,5.61,4.13,7.77,84.5,65.8,68.2,9.0,4-6h,0
S00529,Male,2nd Year,TikTok,6.07,2.82,9.59,84.5,67.7,80.4,8.79,6-8h,0
S00530,Male,3rd Year,Instagram,3.51,2.53,5.83,79.4,59.0,66.6,9.08,2-4h,0
S00531,Male,1st Year,Twitter/X,6.9,3.0,7.4,89.1,64.4,56.0,9.43,6-8h,0
S00532,Male,3rd Year,Instagram,1.84,5.08,6.34,94.0,83.9,85.3,10.0,<2h,0
S00533,Female,2nd Year,Instagram,5.35,3.78,7.74,100.0,86.0,83.2,9.82,4-6h,0
S00534,Male,4th Year,Instagram,2.84,2.16,6.21,100.0,74.6,70.7,8.72,2-4h,0
S00535,Male,1st Year,Instagram,4.07,4.37,6.67,79.9,80.8,66.2,9.35,4-6h,0
S00536,Female,3rd Year,Snapchat,5.6,2.02,6.6,93.1,75.3,64.2,8.83,4-6h,0
S00537,Male,4th Year,Twitter/X,3.61,3.67,8.55,77.8,66.8,69.8,9.37,2-4h,0
S00538,Female,2nd Year,TikTok,4.65,2.7,8.32,93.0,68.4,75.7,9.62,4-6h,0
S00539,Female,4th Year,Instagram,7.71,2.27,5.05,77.2,82.3,59.7,8.25,6-8h,1
S00540,Male,3rd Year,YouTube,4.23,4.38,7.26,76.3,74.9,68.2,9.06,4-6h,0
S00541,Female,4th Year,YouTube,7.34,1.11,5.8,85.6,69.0,50.0,8.55,6-8h,0
S00542,Female,3rd Year,WhatsApp,3.01,6.37,5.74,61.2,91.4,83.6,8.77,2-4h,0
S00543,Male,4th Year,Instagram,6.67,0.06,6.54,66.1,46.4,40.9,7.93,6-8h,1
S00544,Male,1st Year,Snapchat,8.67,1.53,6.12,79.4,61.5,45.6,8.14,8h+,1
S00545,Female,4th Year,YouTube,0.5,4.46,10.0,91.8,83.6,84.0,9.55,<2h,0
S00546,Female,1st Year,YouTube,3.75,4.19,7.83,83.4,78.5,79.7,9.76,2-4h,0
S00547,Female,3rd Year,YouTube,6.77,2.62,5.02,67.7,59.6,57.4,8.02,6-8h,1
S00548,Male,1st Year,Instagram,5.05,2.99,6.33,77.4,61.0,61.5,8.77,4-6h,0
S00549,Female,4th Year,Snapchat,6.32,3.47,8.21,87.9,65.2,71.2,9.1,6-8h,0
S00550,Male,1st Year,Instagram,4.17,2.89,9.91,92.4,70.4,85.9,9.78,4-6h,0
S00551,Female,3rd Year,Snapchat,5.69,5.06,4.91,84.6,84.4,67.8,9.13,4-6h,0
S00552,Female,4th Year,Instagram,5.16,4.32,4.61,97.0,88.2,62.9,9.54,4-6h,0
S00553,Female,1st Year,WhatsApp,8.07,3.85,9.05,85.9,78.2,72.7,9.2,8h+,0
S00554,Female,1st Year,Instagram,6.06,1.45,7.42,76.9,70.3,57.4,8.54,6-8h,0
S00555,Female,2nd Year,Twitter/X,6.24,2.75,5.76,81.3,59.0,58.1,8.25,6-8h,1
S00556,Female,1st Year,Snapchat,4.59,2.71,7.83,72.1,66.6,69.8,8.28,4-6h,1
S00557,Male,2nd Year,WhatsApp,4.43,1.68,3.73,85.2,68.8,64.4,8.68,4-6h,0
S00558,Female,3rd Year,YouTube,4.55,3.71,7.15,97.3,67.9,63.8,9.06,4-6h,0
S00559,Female,2nd Year,Snapchat,6.37,2.04,7.3,90.8,69.3,60.2,9.07,6-8h,0
S00560,Male,3rd Year,YouTube,4.57,4.15,8.34,100.0,80.0,95.4,9.74,4-6h,0
S00561,Female,1st Year,Instagram,6.14,1.28,5.59,81.2,67.1,59.2,8.33,6-8h,1
S00562,Male,1st Year,YouTube,10.07,4.76,6.43,93.0,74.4,72.4,8.35,8h+,1
S00563,Female,2nd Year,Instagram,7.42,1.31,5.51,80.8,53.3,60.1,8.46,6-8h,0
S00564,Female,3rd Year,WhatsApp,4.78,3.46,7.44,100.0,79.2,76.8,8.84,4-6h,0
S00565,Male,1st Year,Instagram,8.14,3.71,5.44,81.6,60.9,67.3,8.32,8h+,1
S00566,Female,2nd Year,TikTok,4.6,2.31,6.6,93.1,61.1,72.8,8.52,4-6h,0
S00567,Male,2nd Year,TikTok,1.02,5.09,6.38,100.0,87.7,93.2,9.82,<2h,0
S00568,Female,2nd Year,TikTok,3.28,1.56,8.18,85.7,78.5,66.0,9.4,2-4h,0
S00569,Male,1st Year,TikTok,1.38,5.92,8.73,92.1,89.2,95.1,10.0,<2h,0
S00570,Male,3rd Year,Instagram,4.73,3.16,6.81,98.8,71.1,70.6,8.96,4-6h,0
S00571,Male,1st Year,TikTok,5.54,2.1,7.04,83.6,68.8,63.6,8.09,4-6h,1
S00572,Male,4th Year,YouTube,9.19,1.89,4.56,67.4,60.2,39.7,8.26,8h+,1
S00573,Female,4th Year,WhatsApp,6.22,4.08,6.5,100.0,62.0,70.4,8.86,6-8h,0
S00574,Female,1st Year,Snapchat,5.02,2.21,7.01,80.9,57.7,62.5,8.81,4-6h,0
S00575,Male,3rd Year,WhatsApp,7.32,1.55,10.0,84.4,60.8,56.5,8.48,6-8h,0
S00576,Male,2nd Year,Instagram,0.64,3.54,6.28,100.0,80.1,80.6,9.97,<2h,0
S00577,Male,4th Year,YouTube,6.02,1.14,8.83,78.3,62.7,58.3,8.49,6-8h,0
S00578,Female,4th Year,Instagram,7.2,5.43,8.04,72.9,78.7,75.9,9.05,6-8h,0
S00579,Female,1st Year,Instagram,2.25,2.74,7.85,91.4,72.4,82.2,9.5,2-4h,0
S00580,Male,4th Year,Instagram,8.02,3.79,8.91,64.0,71.5,60.3,9.49,8h+,0
S00581,Female,4th Year,TikTok,6.24,3.18,7.37,81.2,67.1,74.8,9.17,6-8h,0
S00582,Male,2nd Year,Instagram,4.59,1.69,7.64,88.5,81.4,71.6,8.79,4-6h,0
S00583,Female,2nd Year,TikTok,6.89,2.74,6.72,80.6,66.5,65.3,8.62,6-8h,0
S00584,Female,3rd Year,Twitter/X,10.5,3.28,7.84,63.6,79.7,55.0,8.05,8h+,1
S00585,Female,4th Year,TikTok,5.9,2.65,8.37,100.0,70.1,74.1,8.61,4-6h,0
S00586,Female,3rd Year,YouTube,6.05,4.69,6.1,85.4,71.5,80.4,8.9,6-8h,0
S00587,Female,3rd Year,YouTube,4.49,4.71,5.44,100.0,68.9,87.2,9.09,4-6h,0
S00588,Female,2nd Year,YouTube,3.63,4.71,7.02,84.6,66.1,87.4,9.68,2-4h,0
S00589,Female,2nd Year,Instagram,7.33,1.98,5.69,74.0,54.8,54.7,7.9,6-8h,1
S00590,Male,1st Year,TikTok,3.62,1.72,7.2,90.0,61.6,71.1,9.45,2-4h,0
S00591,Male,2nd Year,YouTube,5.66,2.05,8.59,82.7,69.1,73.2,9.09,4-6h,0
S00592,Male,3rd Year,Twitter/X,4.45,3.48,6.56,74.5,68.2,64.7,8.99,4-6h,0
S00593,Female,4th Year,Snapchat,6.55,3.63,6.79,98.4,70.6,70.5,9.02,6-8h,0
S00594,Male,3rd Year,TikTok,6.23,0.0,6.97,77.9,69.0,50.9,7.96,6-8h,1
S00595,Male,3rd Year,YouTube,7.78,2.58,7.76,63.9,63.0,61.7,8.54,6-8h,0
S00596,Male,3rd Year,Instagram,4.38,3.44,4.25,99.6,89.1,78.0,9.54,4-6h,0
S00597,Male,2nd Year,Snapchat,4.91,2.69,6.3,80.7,59.8,64.1,8.54,4-6h,0
S00598,Female,3rd Year,YouTube,3.35,5.32,7.6,81.5,78.7,73.6,8.94,2-4h,0
S00599,Female,1st Year,Instagram,4.52,3.81,8.71,68.5,69.0,72.7,9.34,4-6h,0
S00600,Female,4th Year,Instagram,6.33,4.82,6.24,100.0,80.5,72.4,9.37,6-8h,0
S00601,Female,2nd Year,Instagram,7.17,2.38,4.31,70.1,46.3,44.4,7.87,6-8h,1
S00602,Female,3rd Year,Snapchat,3.47,4.77,8.11,88.0,66.5,75.0,9.23,2-4h,0
S00603,Female,1st Year,Instagram,7.41,5.11,5.89,91.8,71.1,76.0,8.73,6-8h,0
S00604,Male,4th Year,TikTok,8.48,4.43,5.01,85.6,80.4,73.8,8.42,8h+,0
S00605,Female,3rd Year,YouTube,6.41,1.2,6.05,83.3,63.9,56.4,8.31,6-8h,1
S00606,Male,4th Year,TikTok,9.63,1.88,6.14,63.0,47.5,48.1,7.85,8h+,1
S00607,Male,2nd Year,Twitter/X,3.8,2.79,6.47,78.9,62.0,74.9,8.7,2-4h,0
S00608,Female,2nd Year,Twitter/X,2.76,4.23,4.54,90.2,91.1,67.6,9.04,2-4h,0
S00609,Male,1st Year,YouTube,1.59,4.73,8.75,81.8,76.4,88.4,9.6,<2h,0
S00610,Male,2nd Year,Instagram,8.79,1.15,8.16,83.1,50.1,54.2,8.3,8h+,1
S00611,Male,1st Year,YouTube,6.94,2.84,7.63,90.1,77.9,70.3,8.7,6-8h,0
S00612,Male,3rd Year,TikTok,5.38,0.0,5.54,94.8,68.4,52.6,8.84,4-6h,0
S00613,Male,4th Year,TikTok,6.12,5.05,6.65,72.0,84.3,66.7,9.24,6-8h,0
S00614,Male,2nd Year,TikTok,3.02,2.68,7.36,100.0,65.0,77.4,8.63,2-4h,0
S00615,Female,4th Year,Instagram,10.88,2.12,6.97,86.2,44.6,63.5,8.36,8h+,0
S00616,Female,4th Year,TikTok,5.78,2.48,7.83,84.6,68.1,71.4,9.04,4-6h,0
S00617,Male,3rd Year,Instagram,5.74,4.68,6.01,95.6,76.4,73.7,9.05,4-6h,0
S00618,Female,3rd Year,Snapchat,7.1,0.0,6.87,100.0,60.1,47.6,7.73,6-8h,1
S00619,Male,2nd Year,YouTube,6.56,2.78,7.44,69.3,78.4,50.8,8.64,6-8h,0
S00620,Male,3rd Year,TikTok,5.99,2.75,8.82,82.2,53.6,75.7,8.84,4-6h,0
S00621,Male,4th Year,Instagram,3.76,2.63,8.18,63.3,78.0,59.4,8.41,2-4h,0
S00622,Female,1st Year,YouTube,6.54,5.4,7.87,85.7,65.7,76.3,8.71,6-8h,0
S00623,Male,1st Year,TikTok,9.64,0.92,6.49,83.7,62.3,57.1,7.97,8h+,1
S00624,Female,1st Year,Instagram,8.46,3.62,8.39,81.1,61.8,56.1,8.62,8h+,0
S00625,Female,2nd Year,Snapchat,9.01,2.9,7.01,74.2,56.0,66.3,8.23,8h+,1
S00626,Female,3rd Year,TikTok,4.38,5.09,6.05,65.9,72.5,71.0,9.11,4-6h,0
S00627,Female,3rd Year,TikTok,3.32,2.39,9.15,91.3,59.6,67.9,8.74,2-4h,0
S00628,Female,3rd Year,YouTube,5.22,1.95,7.95,99.9,66.8,68.2,8.78,4-6h,0
S00629,Male,3rd Year,YouTube,5.62,4.62,6.41,78.9,67.6,68.0,9.32,4-6h,0
S00630,Male,4th Year,TikTok,7.91,3.2,6.02,86.5,71.7,65.7,8.48,6-8h,0
S00631,Female,1st Year,YouTube,1.78,1.35,7.94,73.8,76.0,62.2,8.28,<2h,1
S00632,Female,4th Year,TikTok,8.87,1.59,7.1,85.5,72.3,43.7,8.07,8h+,1
S00633,Male,2nd Year,YouTube,5.15,3.64,7.31,81.5,74.6,69.7,8.62,4-6h,0
S00634,Male,1st Year,Instagram,4.56,4.43,7.55,78.5,79.2,67.0,9.32,4-6h,0
S00635,Male,1st Year,Instagram,3.27,2.38,9.54,80.1,82.5,73.2,9.23,2-4h,0
S00636,Male,4th Year,Instagram,1.86,0.0,8.94,85.4,61.6,57.7,8.19,<2h,1
S00637,Male,2nd Year,YouTube,7.31,3.46,6.98,86.7,55.3,64.0,9.13,6-8h,0
S00638,Female,2nd Year,Snapchat,5.66,1.14,8.2,71.7,64.8,58.2,8.03,4-6h,1
S00639,Female,1st Year,Snapchat,2.66,0.48,6.08,84.4,55.3,59.5,9.32,2-4h,0
S00640,Female,3rd Year,Instagram,2.65,0.0,7.94,88.0,84.9,64.0,8.72,2-4h,0
S00641,Female,2nd Year,WhatsApp,4.76,4.35,9.46,74.9,86.1,80.3,8.77,4-6h,0
S00642,Female,4th Year,TikTok,9.17,2.53,6.17,98.6,78.4,54.4,8.02,8h+,1
S00643,Male,2nd Year,Twitter/X,4.93,2.76,5.98,77.2,69.9,63.8,8.94,4-6h,0
S00644,Male,1st Year,TikTok,2.19,5.68,6.65,82.3,87.5,65.3,9.53,2-4h,0
S00645,Female,3rd Year,Snapchat,4.96,4.05,5.66,75.9,69.6,70.6,8.95,4-6h,0
S00646,Female,2nd Year,Instagram,4.9,5.53,6.07,100.0,84.8,81.9,10.0,4-6h,0
S00647,Male,1st Year,Instagram,0.5,1.81,7.27,96.5,64.8,70.6,9.07,<2h,0
S00648,Other,2nd Year,Instagram,5.38,2.97,5.19,75.8,48.9,64.5,8.74,4-6h,0
S00649,Male,3rd Year,TikTok,4.99,0.67,7.1,96.7,56.7,69.2,9.21,4-6h,0
S00650,Male,4th Year,YouTube,7.03,2.38,7.94,85.2,52.8,60.8,8.8,6-8h,0
S00651,Male,1st Year,Snapchat,9.57,1.89,5.21,82.7,70.3,45.8,7.5,8h+,1
S00652,Male,1st Year,YouTube,7.98,3.49,8.6,78.6,80.6,66.7,8.97,6-8h,0
S00653,Female,3rd Year,Snapchat,4.91,3.17,7.75,78.2,59.5,61.1,8.5,4-6h,0
S00654,Female,1st Year,Instagram,3.07,4.37,8.7,91.3,87.9,79.5,10.0,2-4h,0
S00655,Male,3rd Year,Instagram,11.16,3.04,5.3,72.8,66.6,57.9,7.74,8h+,1
S00656,Female,1st Year,YouTube,5.63,6.21,8.09,100.0,65.9,88.7,10.0,4-6h,0
S00657,Female,3rd Year,YouTube,5.53,2.52,5.58,72.3,64.5,48.6,9.22,4-6h,0
S00658,Female,2nd Year,YouTube,5.45,1.6,8.17,100.0,60.3,57.3,8.56,4-6h,0
S00659,Female,2nd Year,Snapchat,5.94,3.29,7.16,83.4,75.2,69.2,8.9,4-6h,0
S00660,Male,2nd Year,Instagram,5.18,1.85,7.77,88.4,56.4,70.8,9.09,4-6h,0
S00661,Female,1st Year,YouTube,4.24,5.45,5.66,94.8,77.9,72.8,9.84,4-6h,0
S00662,Male,3rd Year,Snapchat,4.3,2.79,6.02,80.1,65.2,69.2,9.07,4-6h,0
S00663,Female,3rd Year,Instagram,5.43,2.16,7.79,93.7,70.5,76.2,9.38,4-6h,0
S00664,Male,4th Year,WhatsApp,4.3,2.51,5.95,59.4,68.0,70.2,8.6,4-6h,0
S00665,Female,2nd Year,WhatsApp,3.93,4.36,7.84,79.7,71.7,78.9,9.17,2-4h,0
S00666,Female,4th Year,Instagram,5.73,2.72,5.19,75.5,66.1,63.7,8.49,4-6h,0
S00667,Male,2nd Year,YouTube,4.94,2.14,8.19,73.1,83.8,50.7,9.11,4-6h,0
S00668,Male,4th Year,YouTube,8.81,4.9,4.9,78.9,65.5,77.6,8.9,8h+,0
S00669,Female,2nd Year,Snapchat,0.5,2.62,8.47,94.9,68.6,78.0,9.66,<2h,0
S00670,Female,3rd Year,TikTok,7.9,2.62,7.45,89.1,68.3,57.8,8.93,6-8h,0
S00671,Male,2nd Year,TikTok,8.24,3.49,5.68,84.1,64.5,60.9,7.77,8h+,1
S00672,Female,1st Year,Snapchat,0.94,1.37,8.44,83.8,61.1,80.7,9.28,<2h,0
S00673,Male,2nd Year,Instagram,4.75,3.86,7.45,89.6,90.9,88.7,9.28,4-6h,0
S00674,Male,2nd Year,Snapchat,4.68,1.56,6.42,87.2,63.4,63.7,9.39,4-6h,0
S00675,Male,3rd Year,TikTok,2.4,4.79,6.15,98.1,77.0,90.9,9.02,2-4h,0
S00676,Male,1st Year,TikTok,3.79,1.86,4.71,94.8,70.1,66.1,9.47,2-4h,0
S00677,Female,3rd Year,Twitter/X,3.06,4.48,7.82,88.2,91.8,75.5,9.54,2-4h,0
S00678,Female,4th Year,TikTok,9.35,3.96,4.39,71.4,51.6,65.5,8.55,8h+,0
S00679,Male,4th Year,Instagram,7.56,3.92,6.82,76.0,70.4,61.3,9.4,6-8h,0
S00680,Female,1st Year,YouTube,8.3,2.87,6.24,76.1,80.4,67.2,8.7,8h+,0
S00681,Male,4th Year,YouTube,7.09,2.37,7.64,79.9,65.4,69.2,8.78,6-8h,0
S00682,Female,1st Year,Instagram,3.02,2.58,6.98,90.7,62.4,76.4,9.24,2-4h,0
S00683,Male,2nd Year,WhatsApp,4.35,5.41,6.74,93.5,73.5,94.3,9.36,4-6h,0
S00684,Female,4th Year,Instagram,6.58,1.76,7.79,83.2,65.1,74.3,8.56,6-8h,0
S00685,Female,2nd Year,TikTok,2.81,1.93,7.84,88.4,81.4,69.8,8.77,2-4h,0
S00686,Male,3rd Year,TikTok,7.07,3.72,7.18,84.6,65.7,63.4,8.82,6-8h,0
S00687,Female,4th Year,Instagram,4.97,1.9,7.69,80.5,73.4,52.6,7.81,4-6h,1
S00688,Male,3rd Year,WhatsApp,4.68,1.72,5.13,76.7,55.3,72.1,8.77,4-6h,0
S00689,Male,3rd Year,Twitter/X,7.06,0.55,7.75,65.6,47.4,46.5,8.1,6-8h,1
S00690,Male,1st Year,TikTok,6.48,2.1,7.65,76.9,60.8,67.3,8.43,6-8h,0
S00691,Male,3rd Year,Instagram,4.71,3.02,5.8,90.7,82.1,65.1,9.07,4-6h,0
S00692,Male,1st Year,Instagram,8.05,2.91,6.3,74.9,64.8,67.6,7.89,8h+,1
S00693,Male,1st Year,YouTube,3.12,4.86,7.31,85.5,81.3,77.5,10.0,2-4h,0
S00694,Male,1st Year,Instagram,6.86,3.55,6.62,88.0,70.5,60.9,8.81,6-8h,0
S00695,Male,1st Year,TikTok,6.8,2.48,7.24,88.6,74.1,63.2,8.63,6-8h,0
S00696,Female,1st Year,WhatsApp,4.82,2.83,8.96,75.0,64.9,65.3,8.57,4-6h,0
S00697,Female,2nd Year,TikTok,6.22,3.64,8.3,94.1,75.2,77.7,9.08,6-8h,0
S00698,Male,1st Year,Twitter/X,2.75,5.4,5.71,99.6,74.6,86.4,10.0,2-4h,0
S00699,Male,4th Year,TikTok,7.53,2.82,7.5,71.3,80.8,63.5,8.92,6-8h,0
S00700,Male,1st Year,YouTube,5.09,2.37,8.79,77.2,61.5,64.6,9.2,4-6h,0
S00701,Female,2nd Year,Twitter/X,4.35,1.72,7.68,98.3,60.3,65.5,9.18,4-6h,0
S00702,Female,4th Year,YouTube,7.81,0.42,8.07,80.8,61.6,48.6,8.08,6-8h,1
S00703,Male,4th Year,Twitter/X,3.95,4.28,9.85,64.7,76.4,87.3,8.66,2-4h,0
S00704,Male,2nd Year,YouTube,2.4,4.42,8.8,74.7,81.6,81.6,9.4,2-4h,0
S00705,Male,4th Year,Instagram,2.08,4.48,7.84,86.6,81.5,71.4,9.49,2-4h,0
S00706,Male,2nd Year,Twitter/X,6.83,2.57,8.16,71.8,56.7,58.0,9.03,6-8h,0
S00707,Female,3rd Year,TikTok,2.68,5.62,7.61,84.2,94.9,86.7,9.81,2-4h,0
S00708,Female,3rd Year,Twitter/X,9.36,1.58,6.45,80.7,65.0,62.8,8.82,8h+,0
S00709,Male,1st Year,WhatsApp,0.92,5.26,7.23,100.0,95.0,98.3,10.0,<2h,0
S00710,Female,1st Year,Instagram,9.23,2.27,8.47,77.6,56.0,51.7,8.17,8h+,1
S00711,Male,1st Year,TikTok,5.96,2.0,5.87,95.2,68.6,78.4,7.98,4-6h,1
S00712,Male,1st Year,YouTube,5.29,3.93,9.02,99.5,73.8,79.8,9.91,4-6h,0
S00713,Female,2nd Year,TikTok,4.3,3.83,7.83,100.0,82.8,87.4,9.9,4-6h,0
S00714,Female,3rd Year,Snapchat,6.38,3.38,5.05,86.8,77.9,58.6,8.24,6-8h,1
S00715,Male,2nd Year,YouTube,5.42,3.14,7.49,65.5,71.2,49.3,9.38,4-6h,0
S00716,Male,4th Year,TikTok,7.93,2.51,3.91,86.7,51.1,48.3,8.54,6-8h,0
S00717,Female,4th Year,TikTok,5.75,6.54,7.78,95.2,93.5,68.1,9.69,4-6h,0
S00718,Female,4th Year,Instagram,5.83,4.72,8.1,83.8,78.1,89.0,9.85,4-6h,0
S00719,Male,4th Year,Snapchat,4.7,4.23,6.35,100.0,69.4,79.9,9.86,4-6h,0
S00720,Male,4th Year,TikTok,5.37,3.19,7.18,93.7,73.1,66.5,9.28,4-6h,0
S00721,Male,3rd Year,WhatsApp,6.18,4.39,9.44,89.9,60.0,80.7,9.46,6-8h,0
S00722,Female,2nd Year,YouTube,1.74,4.45,6.91,100.0,88.7,87.6,9.96,<2h,0
S00723,Female,4th Year,Instagram,2.53,3.57,6.07,91.9,64.4,80.9,9.18,2-4h,0
S00724,Male,1st Year,TikTok,7.14,2.25,8.68,58.1,62.1,63.1,8.36,6-8h,0
S00725,Female,3rd Year,Instagram,5.88,2.81,9.49,79.6,69.8,66.8,8.52,4-6h,0
S00726,Female,1st Year,WhatsApp,5.1,0.0,7.07,97.5,69.1,53.9,8.42,4-6h,0
S00727,Male,3rd Year,Instagram,5.54,3.31,8.31,76.9,70.8,73.8,8.78,4-6h,0
S00728,Male,3rd Year,Snapchat,6.26,2.13,8.63,81.8,70.2,68.9,8.45,6-8h,0
S00729,Female,1st Year,TikTok,4.31,5.6,6.21,76.0,78.8,78.8,9.4,4-6h,0
S00730,Female,1st Year,YouTube,3.79,3.34,6.63,100.0,72.9,89.9,9.16,2-4h,0
S00731,Female,4th Year,Instagram,5.93,1.14,8.54,100.0,63.4,62.9,8.94,4-6h,0
S00732,Female,1st Year,TikTok,3.35,3.31,9.51,78.7,72.4,70.2,8.59,2-4h,0
S00733,Male,2nd Year,TikTok,6.4,1.27,7.6,85.4,48.8,61.9,8.46,6-8h,0
S00734,Male,3rd Year,YouTube,1.75,4.38,6.42,82.7,73.8,76.1,9.56,<2h,0
S00735,Female,3rd Year,Twitter/X,7.76,3.03,9.24,88.4,67.1,71.0,8.69,6-8h,0
S00736,Male,4th Year,YouTube,6.54,4.25,6.15,88.8,69.0,66.4,8.96,6-8h,0
S00737,Female,3rd Year,YouTube,6.06,1.71,6.48,92.4,63.0,60.1,8.04,6-8h,1
S00738,Female,1st Year,TikTok,7.66,2.66,7.12,85.7,61.6,73.9,8.73,6-8h,0
S00739,Female,3rd Year,Instagram,9.16,0.29,8.47,100.0,47.5,52.8,8.49,8h+,0
S00740,Male,3rd Year,WhatsApp,7.73,3.65,7.78,72.0,63.1,58.9,8.92,6-8h,0
S00741,Female,1st Year,YouTube,1.45,4.51,8.15,72.8,78.5,88.0,9.96,<2h,0
S00742,Female,1st Year,Instagram,2.68,4.25,8.02,84.4,78.0,74.3,9.55,2-4h,0
S00743,Female,3rd Year,YouTube,4.13,3.25,7.26,71.0,75.5,63.9,9.17,4-6h,0
S00744,Female,2nd Year,TikTok,5.56,3.61,7.72,70.0,69.4,70.7,8.93,4-6h,0
S00745,Male,1st Year,TikTok,6.64,5.2,3.54,73.6,65.4,72.7,9.14,6-8h,0
S00746,Male,2nd Year,TikTok,3.9,2.86,6.85,77.7,60.4,75.5,8.32,2-4h,1
S00747,Male,2nd Year,Instagram,5.91,3.13,7.25,75.0,89.5,60.7,8.42,4-6h,0
S00748,Male,4th Year,YouTube,3.84,1.67,5.75,92.2,59.1,69.2,9.5,2-4h,0
S00749,Female,2nd Year,Snapchat,4.15,1.94,7.7,81.6,64.2,63.1,7.87,4-6h,1
S00750,Female,4th Year,Instagram,2.41,3.7,7.2,86.9,80.9,74.6,9.33,2-4h,0
S00751,Female,2nd Year,Twitter/X,3.47,5.02,9.59,96.4,81.7,95.7,10.0,2-4h,0
S00752,Female,4th Year,Instagram,2.53,3.15,9.49,80.9,79.1,73.8,9.29,2-4h,0
S00753,Male,1st Year,Snapchat,3.35,3.03,6.72,84.9,69.5,73.7,8.96,2-4h,0
S00754,Other,3rd Year,YouTube,7.82,1.97,6.46,85.9,63.8,59.1,8.53,6-8h,0
S00755,Male,3rd Year,TikTok,3.41,2.57,7.22,68.1,72.1,59.1,8.74,2-4h,0
S00756,Male,4th Year,Instagram,11.29,2.4,5.54,54.2,54.4,48.1,7.78,8h+,1
S00757,Female,1st Year,Instagram,6.59,0.56,7.09,87.2,61.8,59.0,8.09,6-8h,1
S00758,Female,4th Year,Instagram,5.91,4.85,5.95,89.4,82.4,63.3,9.61,4-6h,0
S00759,Female,4th Year,Instagram,3.61,2.34,5.81,100.0,70.3,73.2,9.64,2-4h,0
S00760,Male,1st Year,YouTube,7.04,3.81,7.58,84.7,68.6,64.7,8.88,6-8h,0
S00761,Female,2nd Year,TikTok,4.23,1.32,8.01,94.7,74.9,74.0,8.31,4-6h,1
S00762,Male,2nd Year,TikTok,5.77,3.95,5.91,82.7,79.2,60.8,8.73,4-6h,0
S00763,Male,1st Year,Snapchat,11.13,2.99,7.32,81.2,71.6,53.9,8.19,8h+,1
S00764,Female,4th Year,TikTok,5.29,3.61,6.21,100.0,57.3,76.7,9.33,4-6h,0
S00765,Female,3rd Year,TikTok,8.03,1.05,6.95,60.7,65.9,47.2,7.6,8h+,1
S00766,Female,4th Year,YouTube,3.95,3.65,8.3,91.0,78.7,82.4,9.01,2-4h,0
S00767,Female,2nd Year,YouTube,5.42,1.24,6.97,100.0,56.9,55.6,8.96,4-6h,0
S00768,Female,1st Year,YouTube,9.4,1.92,7.01,83.1,60.9,64.7,8.68,8h+,0
S00769,Female,1st Year,Twitter/X,4.12,4.79,6.54,100.0,85.4,85.8,9.25,4-6h,0
S00770,Female,1st Year,Instagram,9.49,3.48,6.15,73.9,56.7,65.7,7.86,8h+,1
S00771,Female,2nd Year,Instagram,7.06,2.74,6.5,82.8,69.1,67.6,9.94,6-8h,0
S00772,Female,4th Year,TikTok,4.26,1.76,6.22,86.8,74.6,64.2,9.09,4-6h,0
S00773,Other,1st Year,Instagram,6.89,3.72,6.56,61.2,60.2,52.9,8.5,6-8h,0
S00774,Male,3rd Year,Twitter/X,7.64,2.64,4.67,70.8,63.0,51.0,8.7,6-8h,0
S00775,Female,1st Year,Twitter/X,6.87,0.0,6.16,72.4,60.0,56.3,8.0,6-8h,1
S00776,Female,4th Year,Instagram,2.05,4.8,7.15,97.4,74.3,95.2,10.0,2-4h,0
S00777,Male,2nd Year,Instagram,3.9,3.25,6.91,95.6,65.7,71.7,9.28,2-4h,0
S00778,Female,3rd Year,YouTube,4.96,4.9,6.77,88.9,74.7,61.6,9.38,4-6h,0
S00779,Male,3rd Year,TikTok,5.34,1.39,6.94,93.4,71.0,62.2,8.64,4-6h,0
S00780,Female,1st Year,Instagram,6.87,0.0,7.42,81.7,62.8,49.7,7.61,6-8h,1
S00781,Female,4th Year,TikTok,5.89,3.35,8.08,96.6,62.5,72.4,9.84,4-6h,0
S00782,Male,1st Year,TikTok,2.56,3.97,6.6,88.6,82.5,81.9,9.02,2-4h,0
S00783,Male,3rd Year,YouTube,6.34,0.31,5.31,84.6,52.8,56.8,7.71,6-8h,1
S00784,Female,1st Year,Instagram,6.84,1.29,5.44,80.7,48.7,59.9,8.23,6-8h,1
S00785,Male,4th Year,Snapchat,6.73,6.91,6.18,90.4,75.7,86.2,9.1,6-8h,0
S00786,Male,2nd Year,Instagram,7.88,2.11,6.19,77.9,71.1,45.1,8.34,6-8h,1
S00787,Male,3rd Year,Snapchat,7.33,3.77,5.72,92.6,73.3,66.1,9.12,6-8h,0
S00788,Female,4th Year,YouTube,6.51,1.84,5.16,72.5,63.8,68.1,8.79,6-8h,0
